13550;1;100;3
13200;43;100;3
12700;2;100;1
12750;41;100;2
12950;27;100;2
12400;4;100;3
12350;110;100;3
12650;2;100;1
12400;4;100;3
12800;6;100;3
12900;66;100;1
13350;4;102;2
13450;36;100;4
12400;29;100;1
13800;12;100;2
13700;25;100;3
12950;6;100;1
13550;6;100;1
13200;1;100;3
12750;127;100;3
12700;3;102;3
13450;108;100;1
12500;3;100;3
12450;5;100;2
13550;1;100;1
12750;6;102;4
12550;34;100;3
12550;42;100;2
12550;4;100;3
13700;3;100;3
13400;19;100;2
12950;1;102;3
12700;6;100;3
12700;53;100;3
12500;2;102;1
12650;2;100;1
13700;2;100;4
13200;25;100;3
12450;4;102;1
12400;25;100;1
12750;2;102;2
13400;1;100;3
13650;2;100;3
13750;3;100;2
13300;1;102;3
12900;41;100;3
12600;3;100;2
12950;6;100;1
13550;4;100;1
12900;5;102;2
13350;1;100;1
12950;50;100;3
13500;27;100;4
13050;3;100;1
13350;2;102;3
12650;2;100;3
13250;6;100;2
12800;15;100;1
13350;2;100;3
13450;4;102;3
13650;6;100;3
13650;6;102;3
12950;27;100;1
12750;2;100;2
12650;1;100;1
13550;2;102;2
12700;5;100;3
13050;5;100;2
12400;6;100;1
13150;1;100;1
13300;3;100;4
12850;6;100;3
13700;4;100;3
12350;45;100;3
13650;4;100;2
12350;12;100;1
12350;9;100;1
12450;1;100;3
12700;6;102;2
13500;2;102;1
12800;1;102;1
13550;43;100;1
12600;3;100;3
12500;4;100;3
12800;4;102;2
13700;4;100;3
12600;42;100;3
12600;30;100;4
12850;103;100;2
13150;2;100;3
12750;103;100;4
12400;5;190;3
12350;7;100;3
13700;48;100;4
12700;5;102;3
13500;33;100;2
13450;15;100;3
13050;23;100;1
13450;24;100;1
13000;3;100;4
13400;6;100;1
13450;6;100;2
13600;2;102;1
13650;6;100;1
12550;1;100;1
13800;8;100;1
13400;3;100;1
13200;4;100;1
13000;5;100;3
12600;3;100;1
13650;4;102;3
12600;3;100;3
13450;6;100;1
13650;4;100;1
13150;1;135;4
12600;2;100;2
12350;84;100;3
13800;1;100;1
12800;1;102;3
13150;2;100;1
13050;42;100;1
12950;1;102;1
13600;1;100;2
12850;38;100;2
12900;6;135;3
12400;1;102;2
13150;125;100;2
13150;4;102;3
12500;3;135;3
12550;3;100;2
13700;6;102;3
13350;8;100;1
13000;5;100;3
13200;3;100;2
12950;47;100;3
13300;29;100;1
12600;6;100;1
13550;2;100;1
12400;38;100;1
12900;4;135;4
13250;1;100;3
13650;2;100;2
12350;1;100;3
12650;1;100;3
12550;121;100;3
13250;103;100;1
13300;6;100;1
12500;6;100;3
13700;3;100;1
13000;2;100;4
13400;5;100;2
12650;3;100;1
12350;3;100;1
12550;1;100;3
12700;4;102;2
12650;15;100;3
13050;7;100;3
13700;4;102;1
13500;3;102;1
13800;6;100;1
13600;6;100;2
13200;3;102;1
13400;4;100;3
12450;40;100;1
13450;6;102;1
13800;2;100;2
12800;3;100;3
12550;4;102;1
13400;5;100;1
12350;31;100;3
13500;6;102;1
12850;4;100;1
13200;6;100;1
12400;2;100;4
13400;5;100;1
13550;16;100;1
13150;110;100;3
13200;84;100;3
13750;4;100;1
13450;3;100;1
12650;6;100;1
13250;2;100;2
13650;3;100;3
13450;3;100;2
13500;6;102;1
13400;3;100;3
12600;6;102;3
12400;6;100;3
13600;36;100;1
13550;52;100;4
12450;1;100;3
13550;4;102;1
13500;10;100;1
12850;49;100;3
13250;1;102;3
12800;31;100;3
12800;4;100;3
12750;4;100;1
13600;5;100;1
13150;4;100;3
13000;1;100;4
13750;23;100;2
12900;9;100;1
13600;1;100;3
13800;130;100;1
12350;2;100;3
13800;23;100;1
13050;50;100;3
12700;2;100;3
12450;1;102;1
12400;1;100;4
13350;3;100;3
13300;90;100;2
12800;6;100;3
13750;3;100;2
12600;5;100;4
13600;3;100;1
12700;3;102;1
13750;6;100;3
13250;3;100;3
12400;44;100;3
12900;4;100;1
13650;30;100;3
12350;47;100;3
12600;1;100;3
12650;3;102;1
13750;1;102;1
13300;5;100;2
12950;5;100;2
13100;2;100;1
13400;5;100;1
12700;5;135;1
13050;3;102;1
13450;3;102;1
12800;71;100;1
12700;1;100;1
13800;59;100;3
13100;4;100;3
13050;46;100;1
13550;1;102;1
12750;5;100;2
12350;2;100;1
12600;5;100;2
12700;2;100;1
13600;1;100;3
12800;1;100;1
13700;21;100;1
12950;4;100;1
13250;3;100;2
13200;29;100;1
12850;76;100;1
12500;5;100;1
12600;3;100;2
13400;5;102;2
13450;6;100;2
